订单号,产品码,消费日期,产品说明,数量,单价,用户码,城市
546563,22980,9/13/2020 10:49,产品说明掩码,12,1.65,15047,北京
546563,22911,9/13/2020 10:49,产品说明掩码,6,2.95,15047,北京
546631,22665,9/13/2020 12:03,产品说明掩码,24,2.55,15181,北京
546631,21623,9/13/2020 12:03,产品说明掩码,24,9.95,15181,北京
546638,21733,9/13/2020 12:52,产品说明掩码,6,2.95,15106,北京
546638,22138,9/13/2020 12:52,产品说明掩码,3,4.95,15106,北京
546638,22617,9/13/2020 12:52,产品说明掩码,3,4.95,15106,北京
546638,22620,9/13/2020 12:52,产品说明掩码,12,1.25,15106,北京
546638,22314,9/13/2020 12:52,产品说明掩码,6,2.95,15106,北京
546638,22568,9/13/2020 12:52,产品说明掩码,4,3.75,15106,北京
546638,22299,9/13/2020 12:52,产品说明掩码,24,1.25,15106,北京
546638,20931,9/13/2020 12:52,产品说明掩码,4,3.75,15106,北京
546638,85016,9/13/2020 12:52,产品说明掩码,6,2.55,15106,北京
546638,23049,9/13/2020 12:52,产品说明掩码,2,8.25,15106,北京
546638,21982,9/13/2020 12:52,产品说明掩码,24,0.29,15106,北京
546638,22501,9/13/2020 12:52,产品说明掩码,2,9.95,15106,北京
546638,21238,9/13/2020 12:52,产品说明掩码,8,0.85,15106,北京
546638,21242,9/13/2020 12:52,产品说明掩码,8,1.69,15106,北京
546638,21080,9/13/2020 12:52,产品说明掩码,12,0.85,15106,北京
546638,22383,9/13/2020 12:52,产品说明掩码,10,1.65,15106,北京
546638,22329,9/13/2020 12:52,产品说明掩码,12,1.65,15106,北京
546638,22352,9/13/2020 12:52,产品说明掩码,6,2.55,15106,北京
546638,21561,9/13/2020 12:52,产品说明掩码,6,2.55,15106,北京
546638,22055,9/13/2020 12:52,产品说明掩码,8,1.65,15106,北京
546638,72760B,9/13/2020 12:52,产品说明掩码,2,9.95,15106,北京
546638,21833,9/13/2020 12:52,产品说明掩码,12,1.69,15106,北京
546638,22558,9/13/2020 12:52,产品说明掩码,12,1.49,15106,北京
546638,21155,9/13/2020 12:52,产品说明掩码,6,2.55,15106,北京
546638,22418,9/13/2020 12:52,产品说明掩码,24,0.85,15106,北京
546638,21829,9/13/2020 12:52,产品说明掩码,36,0.21,15106,北京
546644,21399,9/13/2020 13:28,产品说明掩码,48,0.39,15932,广州
546644,21398,9/13/2020 13:28,产品说明掩码,48,0.39,15932,广州
546644,22428,9/13/2020 13:28,产品说明掩码,12,6.35,15932,广州
546644,22441,9/13/2020 13:28,产品说明掩码,8,2.1,15932,广州
546644,35809A,9/13/2020 13:28,产品说明掩码,24,0.83,15932,广州
546644,35810B,9/13/2020 13:28,产品说明掩码,12,0.83,15932,广州
546644,85054,9/13/2020 13:28,产品说明掩码,6,2.95,15932,广州
546644,22426,9/13/2020 13:28,产品说明掩码,16,2.95,15932,广州
546644,22212,9/13/2020 13:28,产品说明掩码,6,2.1,15932,广州
546644,82578,9/13/2020 13:28,产品说明掩码,12,0.55,15932,广州
546644,82580,9/13/2020 13:28,产品说明掩码,12,0.55,15932,广州
546644,21212,9/13/2020 13:28,产品说明掩码,24,0.55,15932,广州
546644,22173,9/13/2020 13:28,产品说明掩码,8,2.95,15932,广州
546644,35810A,9/13/2020 13:28,产品说明掩码,24,0.83,15932,广州
546644,22189,9/13/2020 13:28,产品说明掩码,8,3.95,15932,广州
C546645,22171,9/13/2020 13:32,产品说明掩码,-12,7.65,15311,上海
546658,22993,9/13/2020 14:21,产品说明掩码,12,1.25,15150,北京
546658,23006,9/13/2020 14:21,产品说明掩码,24,0.42,15150,北京
546658,23184,9/13/2020 14:21,产品说明掩码,4,4.95,15150,北京
546658,84925F,9/13/2020 14:21,产品说明掩码,6,2.55,15150,北京
546658,22822,9/13/2020 14:21,产品说明掩码,2,5.95,15150,北京
546658,22960,9/13/2020 14:21,产品说明掩码,6,4.25,15150,北京
546658,22568,9/13/2020 14:21,产品说明掩码,4,3.75,15150,北京
546658,22749,9/13/2020 14:21,产品说明掩码,4,3.75,15150,北京
546658,85185B,9/13/2020 14:21,产品说明掩码,6,2.95,15150,北京
546658,22693,9/13/2020 14:21,产品说明掩码,24,1.25,15150,北京
546658,22774,9/13/2020 14:21,产品说明掩码,12,1.25,15150,北京
546658,22775,9/13/2020 14:21,产品说明掩码,12,1.25,15150,北京
546658,22805,9/13/2020 14:21,产品说明掩码,12,1.25,15150,北京
546658,21671,9/13/2020 14:21,产品说明掩码,12,1.25,15150,北京
546658,21672,9/13/2020 14:21,产品说明掩码,12,1.25,15150,北京
546658,21670,9/13/2020 14:21,产品说明掩码,12,1.25,15150,北京
546658,22975,9/13/2020 14:21,产品说明掩码,12,1.25,15150,北京
546658,22977,9/13/2020 14:21,产品说明掩码,12,1.25,15150,北京
546658,22966,9/13/2020 14:21,产品说明掩码,12,1.25,15150,北京
546658,21354,9/13/2020 14:21,产品说明掩码,12,1.25,15150,北京
546658,22939,9/13/2020 14:21,产品说明掩码,4,4.95,15150,北京
546658,22196,9/13/2020 14:21,产品说明掩码,12,0.85,15150,北京
546658,22978,9/13/2020 14:21,产品说明掩码,6,3.75,15150,北京
546658,22896,9/13/2020 14:21,产品说明掩码,6,2.55,15150,北京
546658,22895,9/13/2020 14:21,产品说明掩码,6,2.95,15150,北京
546658,22723,9/13/2020 14:21,产品说明掩码,4,3.95,15150,北京
546658,22897,9/13/2020 14:21,产品说明掩码,10,1.45,15150,北京
546658,22983,9/13/2020 14:21,产品说明掩码,12,0.42,15150,北京
546658,22031,9/13/2020 14:21,产品说明掩码,12,0.42,15150,北京
546658,21506,9/13/2020 14:21,产品说明掩码,12,0.42,15150,北京
546658,22438,9/13/2020 14:21,产品说明掩码,10,1.95,15150,北京
546658,84673B,9/13/2020 14:21,产品说明掩码,24,0.65,15150,北京
546658,21217,9/13/2020 14:21,产品说明掩码,1,9.95,15150,北京
546665,22692,9/13/2020 15:06,产品说明掩码,2,7.95,15867,深圳
546665,21523,9/13/2020 15:06,产品说明掩码,2,7.95,15867,深圳
546665,22690,9/13/2020 15:06,产品说明掩码,2,7.95,15867,深圳
546665,48116,9/13/2020 15:06,产品说明掩码,2,7.95,15867,深圳
546665,48173C,9/13/2020 15:06,产品说明掩码,2,7.95,15867,深圳
546665,48138,9/13/2020 15:06,产品说明掩码,2,7.95,15867,深圳
546665,21955,9/13/2020 15:06,产品说明掩码,2,7.95,15867,深圳
546665,22660,9/13/2020 15:06,产品说明掩码,2,7.95,15867,深圳
546665,84879,9/13/2020 15:06,产品说明掩码,11,1.69,15867,深圳
546665,22966,9/13/2020 15:06,产品说明掩码,2,1.25,15867,深圳
546665,84378,9/13/2020 15:06,产品说明掩码,3,1.25,15867,深圳
546665,84380,9/13/2020 15:06,产品说明掩码,3,1.25,15867,深圳
546665,21669,9/13/2020 15:06,产品说明掩码,6,1.25,15867,深圳
546665,20802,9/13/2020 15:06,产品说明掩码,36,1.45,15867,深圳
546667,22725,9/13/2020 15:31,产品说明掩码,4,3.75,14735,北京
546667,22729,9/13/2020 15:31,产品说明掩码,4,3.75,14735,北京
546667,22728,9/13/2020 15:31,产品说明掩码,4,3.75,14735,北京
546667,22726,9/13/2020 15:31,产品说明掩码,4,3.75,14735,北京
546667,23126,9/13/2020 15:31,产品说明掩码,4,4.95,14735,北京
546667,23127,9/13/2020 15:31,产品说明掩码,4,4.95,14735,北京
546667,23128,9/13/2020 15:31,产品说明掩码,4,4.95,14735,北京
546667,21928,9/13/2020 15:31,产品说明掩码,10,1.95,14735,北京
546667,22241,9/13/2020 15:31,产品说明掩码,12,1.25,14735,北京
546667,22021,9/13/2020 15:31,产品说明掩码,6,1.65,14735,北京
546667,22730,9/13/2020 15:31,产品说明掩码,4,3.75,14735,北京
546667,22980,9/13/2020 15:31,产品说明掩码,12,1.65,14735,北京
546667,22982,9/13/2020 15:31,产品说明掩码,12,1.25,14735,北京
546667,22978,9/13/2020 15:31,产品说明掩码,6,3.75,14735,北京
546668,22992,9/13/2020 15:33,产品说明掩码,12,1.95,14735,北京
546668,22991,9/13/2020 15:33,产品说明掩码,12,1.95,14735,北京
546668,22978,9/13/2020 15:33,产品说明掩码,6,3.75,14735,北京
546668,22980,9/13/2020 15:33,产品说明掩码,12,1.65,14735,北京
546668,22982,9/13/2020 15:33,产品说明掩码,12,1.25,14735,北京
546668,22993,9/13/2020 15:33,产品说明掩码,12,1.25,14735,北京
546668,23127,9/13/2020 15:33,产品说明掩码,8,4.95,14735,北京
546668,23128,9/13/2020 15:33,产品说明掩码,4,4.95,14735,北京
546668,23126,9/13/2020 15:33,产品说明掩码,8,4.95,14735,北京
C546671,22423,9/13/2020 15:42,产品说明掩码,-1,10.95,15215,上海
546685,22626,9/14/2020 9:52,产品说明掩码,2,8.5,15687,苏州
546685,22625,9/14/2020 9:52,产品说明掩码,2,8.5,15687,苏州
546685,22624,9/14/2020 9:52,产品说明掩码,2,8.5,15687,苏州
546685,21527,9/14/2020 9:52,产品说明掩码,2,7.95,15687,苏州
546685,85099C,9/14/2020 9:52,产品说明掩码,10,1.95,15687,苏州
546685,22386,9/14/2020 9:52,产品说明掩码,10,1.95,15687,苏州
546685,21928,9/14/2020 9:52,产品说明掩码,10,1.95,15687,苏州
546685,85099B,9/14/2020 9:52,产品说明掩码,10,1.95,15687,苏州
546685,82483,9/14/2020 9:52,产品说明掩码,3,6.95,15687,苏州
546685,85066,9/14/2020 9:52,产品说明掩码,2,12.75,15687,苏州
546685,22282,9/14/2020 9:52,产品说明掩码,2,12.75,15687,苏州
546685,22429,9/14/2020 9:52,产品说明掩码,4,4.25,15687,苏州
546685,22348,9/14/2020 9:52,产品说明掩码,12,0.85,15687,苏州
546685,21977,9/14/2020 9:52,产品说明掩码,24,0.55,15687,苏州
546685,22424,9/14/2020 9:52,产品说明掩码,1,12.75,15687,苏州
546685,22675,9/14/2020 9:52,产品说明掩码,12,1.25,15687,苏州
546685,22236,9/14/2020 9:52,产品说明掩码,1,12.75,15687,苏州
546685,22139,9/14/2020 9:52,产品说明掩码,3,4.95,15687,苏州
546685,22666,9/14/2020 9:52,产品说明掩码,6,2.95,15687,苏州
546685,22220,9/14/2020 9:52,产品说明掩码,2,9.95,15687,苏州
546685,22854,9/14/2020 9:52,产品说明掩码,4,4.95,15687,苏州
546691,85123A,9/14/2020 10:45,产品说明掩码,32,2.55,15793,苏州
546691,84946,9/14/2020 10:45,产品说明掩码,72,1.06,15793,苏州
546691,84879,9/14/2020 10:45,产品说明掩码,88,1.69,15793,苏州
546736,22740,9/14/2020 11:52,产品说明掩码,576,0.72,16013,西安
546748,22188,9/14/2020 12:42,产品说明掩码,4,3.95,15182,北京
546748,22189,9/14/2020 12:42,产品说明掩码,4,3.95,15182,北京
546748,84884A,9/14/2020 12:42,产品说明掩码,5,3.95,15182,北京
546748,21181,9/14/2020 12:42,产品说明掩码,12,2.1,15182,北京
546748,21175,9/14/2020 12:42,产品说明掩码,12,2.55,15182,北京
546748,47566,9/14/2020 12:42,产品说明掩码,5,4.95,15182,北京
546748,21381,9/14/2020 12:42,产品说明掩码,12,1.69,15182,北京
546748,21928,9/14/2020 12:42,产品说明掩码,10,1.95,15182,北京
546748,21929,9/14/2020 12:42,产品说明掩码,10,1.95,15182,北京
546748,20828,9/14/2020 12:42,产品说明掩码,12,2.55,15182,北京
546748,20829,9/14/2020 12:42,产品说明掩码,16,2.1,15182,北京
546748,37450,9/14/2020 12:42,产品说明掩码,6,2.95,15182,北京
546748,37446,9/14/2020 12:42,产品说明掩码,8,1.45,15182,北京
546748,18097C,9/14/2020 12:42,产品说明掩码,12,2.55,15182,北京
546748,18098C,9/14/2020 12:42,产品说明掩码,12,2.95,15182,北京
546748,22854,9/14/2020 12:42,产品说明掩码,4,4.95,15182,北京
546757,21188,9/14/2020 13:44,产品说明掩码,12,2.95,15381,上海
546757,21201,9/14/2020 13:44,产品说明掩码,12,2.55,15381,上海
546757,21202,9/14/2020 13:44,产品说明掩码,12,1.65,15381,上海
546757,21204,9/14/2020 13:44,产品说明掩码,24,1.65,15381,上海
546757,21206,9/14/2020 13:44,产品说明掩码,48,1.45,15381,上海
546757,21187,9/14/2020 13:44,产品说明掩码,48,1.45,15381,上海
546757,22957,9/14/2020 13:44,产品说明掩码,6,2.95,15381,上海
546764,22508,9/14/2020 14:31,产品说明掩码,4,3.75,15671,苏州
546764,22595,9/14/2020 14:31,产品说明掩码,12,0.85,15671,苏州
546764,22457,9/14/2020 14:31,产品说明掩码,12,2.95,15671,苏州
546764,22465,9/14/2020 14:31,产品说明掩码,12,1.65,15671,苏州
546764,85066,9/14/2020 14:31,产品说明掩码,2,12.75,15671,苏州
546764,22185,9/14/2020 14:31,产品说明掩码,12,1.65,15671,苏州
546764,22558,9/14/2020 14:31,产品说明掩码,12,1.49,15671,苏州
546764,22084,9/14/2020 14:31,产品说明掩码,6,2.95,15671,苏州
546764,22759,9/14/2020 14:31,产品说明掩码,12,1.65,15671,苏州
546764,22483,9/14/2020 14:31,产品说明掩码,6,2.95,15671,苏州
546764,84970L,9/14/2020 14:31,产品说明掩码,12,0.95,15671,苏州
546764,22083,9/14/2020 14:31,产品说明掩码,6,2.95,15671,苏州
546764,20975,9/14/2020 14:31,产品说明掩码,24,0.65,15671,苏州
546764,22168,9/14/2020 14:31,产品说明掩码,2,8.5,15671,苏州
546764,85199L,9/14/2020 14:31,产品说明掩码,12,0.65,15671,苏州
546764,84988,9/14/2020 14:31,产品说明掩码,12,1.45,15671,苏州
546764,22639,9/14/2020 14:31,产品说明掩码,6,2.55,15671,苏州
546768,22781,9/14/2020 14:54,产品说明掩码,12,6.75,15694,苏州
546768,47566,9/14/2020 14:54,产品说明掩码,12,4.95,15694,苏州
546768,21137,9/14/2020 14:54,产品说明掩码,24,3.39,15694,苏州
546768,35004B,9/14/2020 14:54,产品说明掩码,24,4.65,15694,苏州
546768,20749,9/14/2020 14:54,产品说明掩码,12,6.35,15694,苏州
546768,22423,9/14/2020 14:54,产品说明掩码,16,10.95,15694,苏州
546772,21078,9/14/2020 15:34,产品说明掩码,36,0.85,15030,北京
546772,22907,9/14/2020 15:34,产品说明掩码,24,0.85,15030,北京
546772,22178,9/14/2020 15:34,产品说明掩码,96,1.06,15030,北京
546782,22170,9/15/2020 9:13,产品说明掩码,4,6.75,15291,上海
546782,84406B,9/15/2020 9:13,产品说明掩码,8,4.15,15291,上海
546782,22173,9/15/2020 9:13,产品说明掩码,8,2.95,15291,上海
546782,22189,9/15/2020 9:13,产品说明掩码,4,3.95,15291,上海
546782,48138,9/15/2020 9:13,产品说明掩码,2,7.95,15291,上海
546782,48194,9/15/2020 9:13,产品说明掩码,4,7.95,15291,上海
546782,21524,9/15/2020 9:13,产品说明掩码,2,7.95,15291,上海
546782,48111,9/15/2020 9:13,产品说明掩码,2,7.95,15291,上海
546782,21232,9/15/2020 9:13,产品说明掩码,12,1.25,15291,上海
546782,21259,9/15/2020 9:13,产品说明掩码,2,5.95,15291,上海
546782,84970L,9/15/2020 9:13,产品说明掩码,12,0.95,15291,上海
546782,22855,9/15/2020 9:13,产品说明掩码,12,1.25,15291,上海
546785,23049,9/15/2020 9:56,产品说明掩码,2,8.25,15189,北京
546785,23052,9/15/2020 9:56,产品说明掩码,2,8.25,15189,北京
546785,22423,9/15/2020 9:56,产品说明掩码,16,10.95,15189,北京
546785,84978,9/15/2020 9:56,产品说明掩码,72,1.06,15189,北京
546785,23194,9/15/2020 9:56,产品说明掩码,8,2.25,15189,北京
546789,20711,9/15/2020 10:17,产品说明掩码,600,1.65,15769,苏州
546789,20713,9/15/2020 10:17,产品说明掩码,700,1.65,15769,苏州
546789,85099F,9/15/2020 10:17,产品说明掩码,900,1.65,15769,苏州
546789,22385,9/15/2020 10:17,产品说明掩码,500,1.65,15769,苏州
546789,21929,9/15/2020 10:17,产品说明掩码,400,1.65,15769,苏州
546789,22386,9/15/2020 10:17,产品说明掩码,800,1.65,15769,苏州
546789,85099B,9/15/2020 10:17,产品说明掩码,1200,1.65,15769,苏州
546789,21928,9/15/2020 10:17,产品说明掩码,500,1.65,15769,苏州
546789,85099C,9/15/2020 10:17,产品说明掩码,500,1.65,15769,苏州
546790,21500,9/15/2020 10:26,产品说明掩码,25,0.42,14713,北京
546790,22045,9/15/2020 10:26,产品说明掩码,25,0.42,14713,北京
546790,21929,9/15/2020 10:26,产品说明掩码,2,1.95,14713,北京
546790,21930,9/15/2020 10:26,产品说明掩码,2,1.95,14713,北京
546790,21790,9/15/2020 10:26,产品说明掩码,6,0.85,14713,北京
546790,21917,9/15/2020 10:26,产品说明掩码,6,0.42,14713,北京
546790,22383,9/15/2020 10:26,产品说明掩码,3,1.65,14713,北京
546790,21156,9/15/2020 10:26,产品说明掩码,3,1.95,14713,北京
546790,82494L,9/15/2020 10:26,产品说明掩码,1,2.95,14713,北京
546790,82486,9/15/2020 10:26,产品说明掩码,2,8.95,14713,北京
546790,82483,9/15/2020 10:26,产品说明掩码,2,6.95,14713,北京
546790,22519,9/15/2020 10:26,产品说明掩码,1,2.1,14713,北京
546790,10002,9/15/2020 10:26,产品说明掩码,6,0.85,14713,北京
546790,82484,9/15/2020 10:26,产品说明掩码,6,7.9,14713,北京
546827,47566,9/15/2020 10:52,产品说明掩码,150,4.15,15301,上海
546829,20971,9/15/2020 12:00,产品说明掩码,12,1.25,14840,北京
546829,20972,9/15/2020 12:00,产品说明掩码,12,1.25,14840,北京
546829,84580,9/15/2020 12:00,产品说明掩码,4,3.75,14840,北京
546829,22499,9/15/2020 12:00,产品说明掩码,3,5.95,14840,北京
546856,21967,9/15/2020 14:12,产品说明掩码,24,0.29,15433,成都
546856,21212,9/15/2020 14:12,产品说明掩码,24,0.55,15433,成都
546856,84991,9/15/2020 14:12,产品说明掩码,24,0.55,15433,成都
546856,22417,9/15/2020 14:12,产品说明掩码,24,0.55,15433,成都
546856,21976,9/15/2020 14:12,产品说明掩码,24,0.55,15433,成都
546856,22331,9/15/2020 14:12,产品说明掩码,8,1.65,15433,成都
546856,22333,9/15/2020 14:12,产品说明掩码,8,1.65,15433,成都
546856,22334,9/15/2020 14:12,产品说明掩码,8,1.65,15433,成都
546856,22520,9/15/2020 14:12,产品说明掩码,12,0.85,15433,成都
546856,22521,9/15/2020 14:12,产品说明掩码,12,0.85,15433,成都
546856,22522,9/15/2020 14:12,产品说明掩码,12,0.85,15433,成都
546856,22523,9/15/2020 14:12,产品说明掩码,12,0.85,15433,成都
546856,22524,9/15/2020 14:12,产品说明掩码,10,1.25,15433,成都
546856,22525,9/15/2020 14:12,产品说明掩码,10,1.25,15433,成都
546856,21156,9/15/2020 14:12,产品说明掩码,8,1.95,15433,成都
546856,22367,9/15/2020 14:12,产品说明掩码,8,1.95,15433,成都
546856,47591D,9/15/2020 14:12,产品说明掩码,8,1.95,15433,成都
546856,20726,9/15/2020 14:12,产品说明掩码,10,1.65,15433,成都
546856,22382,9/15/2020 14:12,产品说明掩码,10,1.65,15433,成都
546856,22384,9/15/2020 14:12,产品说明掩码,10,1.65,15433,成都
546856,20727,9/15/2020 14:12,产品说明掩码,10,1.65,15433,成都
546856,20728,9/15/2020 14:12,产品说明掩码,10,1.65,15433,成都
546856,20725,9/15/2020 14:12,产品说明掩码,10,1.65,15433,成都
546856,21080,9/15/2020 14:12,产品说明掩码,12,0.85,15433,成都
546856,22613,9/15/2020 14:12,产品说明掩码,12,0.85,15433,成都
546856,22851,9/15/2020 14:12,产品说明掩码,12,0.85,15433,成都
546856,21989,9/15/2020 14:12,产品说明掩码,12,0.85,15433,成都
546856,21981,9/15/2020 14:12,产品说明掩码,24,0.29,15433,成都
546856,22614,9/15/2020 14:12,产品说明掩码,24,0.29,15433,成都
546856,21986,9/15/2020 14:12,产品说明掩码,24,0.29,15433,成都
C546868,22168,9/15/2020 15:49,产品说明掩码,-1,8.5,15671,苏州
C546881,82483,9/15/2020 17:17,产品说明掩码,-3,5.95,15159,北京
C546885,22168,9/15/2020 18:11,产品说明掩码,-1,8.5,15671,苏州
C546895,22777,9/15/2020 18:22,产品说明掩码,-1,8.5,15358,上海
C546905,M,9/15/2020 18:42,产品说明掩码,-48,0.45,15061,北京
546908,21754,9/15/2020 18:59,产品说明掩码,3,5.95,15648,苏州
546908,21754,9/15/2020 18:59,产品说明掩码,3,5.95,15648,苏州
546908,84406B,9/15/2020 18:59,产品说明掩码,8,4.15,15648,苏州
546908,22189,9/15/2020 18:59,产品说明掩码,12,3.95,15648,苏州
546908,22666,9/15/2020 18:59,产品说明掩码,6,2.95,15648,苏州
546908,22720,9/15/2020 18:59,产品说明掩码,6,4.95,15648,苏州
546908,22907,9/15/2020 18:59,产品说明掩码,24,0.85,15648,苏州
546908,22730,9/15/2020 18:59,产品说明掩码,4,3.75,15648,苏州
546908,22727,9/15/2020 18:59,产品说明掩码,4,3.75,15648,苏州
546908,22084,9/15/2020 18:59,产品说明掩码,12,2.95,15648,苏州
546908,21621,9/15/2020 18:59,产品说明掩码,6,8.5,15648,苏州
546908,47590A,9/15/2020 18:59,产品说明掩码,3,5.45,15648,苏州
546912,85132C,9/15/2020 20:12,产品说明掩码,2,9.95,15861,深圳
546912,21242,9/15/2020 20:12,产品说明掩码,2,1.69,15861,深圳
546912,21243,9/15/2020 20:12,产品说明掩码,2,1.69,15861,深圳
546912,21244,9/15/2020 20:12,产品说明掩码,2,1.69,15861,深圳
546912,23182,9/15/2020 20:12,产品说明掩码,3,0.83,15861,深圳
546912,23182,9/15/2020 20:12,产品说明掩码,3,0.83,15861,深圳
546912,21245,9/15/2020 20:12,产品说明掩码,2,1.69,15861,深圳
546912,22670,9/15/2020 20:12,产品说明掩码,6,1.25,15861,深圳
546912,22673,9/15/2020 20:12,产品说明掩码,6,1.25,15861,深圳
546912,22966,9/15/2020 20:12,产品说明掩码,4,1.25,15861,深圳
546912,22949,9/15/2020 20:12,产品说明掩码,4,1.45,15861,深圳
546912,22416,9/15/2020 20:12,产品说明掩码,4,1.45,15861,深圳
546912,22344,9/15/2020 20:12,产品说明掩码,6,0.85,15861,深圳
546912,22629,9/15/2020 20:12,产品说明掩码,2,1.95,15861,深圳
546912,22630,9/15/2020 20:12,产品说明掩码,2,1.95,15861,深圳
546912,22659,9/15/2020 20:12,产品说明掩码,3,1.95,15861,深圳
546912,22631,9/15/2020 20:12,产品说明掩码,4,1.95,15861,深圳
546912,22964,9/15/2020 20:12,产品说明掩码,4,2.1,15861,深圳
546912,22417,9/15/2020 20:12,产品说明掩码,4,0.55,15861,深圳
546912,22197,9/15/2020 20:12,产品说明掩码,18,0.85,15861,深圳
546912,22381,9/15/2020 20:12,产品说明掩码,2,2.1,15861,深圳
546912,22379,9/15/2020 20:12,产品说明掩码,2,2.1,15861,深圳
546912,20719,9/15/2020 20:12,产品说明掩码,4,0.85,15861,深圳
546912,20723,9/15/2020 20:12,产品说明掩码,4,0.85,15861,深圳
546912,22661,9/15/2020 20:12,产品说明掩码,4,0.85,15861,深圳
546912,22355,9/15/2020 20:12,产品说明掩码,4,0.85,15861,深圳
546912,20724,9/15/2020 20:12,产品说明掩码,4,0.85,15861,深圳
546912,22356,9/15/2020 20:12,产品说明掩码,4,0.85,15861,深圳
546912,22720,9/15/2020 20:12,产品说明掩码,4,4.95,15861,深圳
546912,20726,9/15/2020 20:12,产品说明掩码,2,1.65,15861,深圳
546912,20725,9/15/2020 20:12,产品说明掩码,2,1.65,15861,深圳
546912,22384,9/15/2020 20:12,产品说明掩码,2,1.65,15861,深圳
546912,22382,9/15/2020 20:12,产品说明掩码,2,1.65,15861,深圳
546912,22383,9/15/2020 20:12,产品说明掩码,2,1.65,15861,深圳
546912,22662,9/15/2020 20:12,产品说明掩码,2,1.65,15861,深圳
546912,22740,9/15/2020 20:12,产品说明掩码,48,0.85,15861,深圳
546912,22492,9/15/2020 20:12,产品说明掩码,36,0.65,15861,深圳
546912,22491,9/15/2020 20:12,产品说明掩码,8,0.85,15861,深圳
546912,21563,9/15/2020 20:12,产品说明掩码,4,2.95,15861,深圳
546912,21564,9/15/2020 20:12,产品说明掩码,4,2.95,15861,深圳
546912,22447,9/15/2020 20:12,产品说明掩码,3,3.35,15861,深圳
546912,22446,9/15/2020 20:12,产品说明掩码,3,3.35,15861,深圳
546912,22448,9/15/2020 20:12,产品说明掩码,3,3.35,15861,深圳
546912,22562,9/15/2020 20:12,产品说明掩码,3,1.25,15861,深圳
546912,22563,9/15/2020 20:12,产品说明掩码,6,1.25,15861,深圳
546912,22562,9/15/2020 20:12,产品说明掩码,3,1.25,15861,深圳
546912,84380,9/15/2020 20:12,产品说明掩码,4,1.25,15861,深圳
546912,22418,9/15/2020 20:12,产品说明掩码,12,0.85,15861,深圳
546912,22189,9/15/2020 20:12,产品说明掩码,4,3.95,15861,深圳
546912,48194,9/15/2020 20:12,产品说明掩码,1,7.95,15861,深圳
546912,22538,9/15/2020 20:12,产品说明掩码,2,0.42,15861,深圳
546912,22539,9/15/2020 20:12,产品说明掩码,2,0.42,15861,深圳
546912,22540,9/15/2020 20:12,产品说明掩码,2,0.42,15861,深圳
546912,22543,9/15/2020 20:12,产品说明掩码,2,0.42,15861,深圳
546912,22544,9/15/2020 20:12,产品说明掩码,2,0.42,15861,深圳
546912,22547,9/15/2020 20:12,产品说明掩码,2,0.42,15861,深圳
546912,22895,9/15/2020 20:12,产品说明掩码,4,2.95,15861,深圳
546912,84997D,9/15/2020 20:12,产品说明掩码,4,4.15,15861,深圳
546912,85132A,9/15/2020 20:12,产品说明掩码,2,9.95,15861,深圳
546912,22897,9/15/2020 20:12,产品说明掩码,6,1.45,15861,深圳
546912,22585,9/15/2020 20:12,产品说明掩码,6,1.25,15861,深圳
546912,22742,9/15/2020 20:12,产品说明掩码,2,2.95,15861,深圳
546912,22744,9/15/2020 20:12,产品说明掩码,2,2.95,15861,深圳
546912,22743,9/15/2020 20:12,产品说明掩码,2,2.95,15861,深圳
546912,22464,9/15/2020 20:12,产品说明掩码,6,1.65,15861,深圳
546912,22993,9/15/2020 20:12,产品说明掩码,6,1.25,15861,深圳
546913,20674,9/15/2020 20:18,产品说明掩码,2,1.25,15861,深圳
546913,20675,9/15/2020 20:18,产品说明掩码,2,1.25,15861,深圳
546913,84596B,9/15/2020 20:18,产品说明掩码,2,0.42,15861,深圳
546913,20676,9/15/2020 20:18,产品说明掩码,2,1.25,15861,深圳
546913,20677,9/15/2020 20:18,产品说明掩码,2,1.25,15861,深圳
546913,84596E,9/15/2020 20:18,产品说明掩码,2,0.42,15861,深圳
546913,15044D,9/15/2020 20:18,产品说明掩码,1,2.95,15861,深圳
546913,15044A,9/15/2020 20:18,产品说明掩码,1,2.95,15861,深圳
546913,22196,9/15/2020 20:18,产品说明掩码,6,0.85,15861,深圳
546913,79190D,9/15/2020 20:18,产品说明掩码,6,0.42,15861,深圳
546913,79190B,9/15/2020 20:18,产品说明掩码,6,0.42,15861,深圳
546913,85095,9/15/2020 20:18,产品说明掩码,1,1.95,15861,深圳
546913,84380,9/15/2020 20:18,产品说明掩码,2,1.25,15861,深圳
546913,22133,9/15/2020 20:18,产品说明掩码,6,0.85,15861,深圳
546913,82011C,9/15/2020 20:18,产品说明掩码,2,3.75,15861,深圳
546913,82011B,9/15/2020 20:18,产品说明掩码,2,3.75,15861,深圳
546913,22077,9/15/2020 20:18,产品说明掩码,4,1.65,15861,深圳
546913,85049F,9/15/2020 20:18,产品说明掩码,4,1.25,15861,深圳
546913,85049C,9/15/2020 20:18,产品说明掩码,4,1.25,15861,深圳
546913,85049D,9/15/2020 20:18,产品说明掩码,4,1.25,15861,深圳
546913,85049G,9/15/2020 20:18,产品说明掩码,4,1.25,15861,深圳
546913,16236,9/15/2020 20:18,产品说明掩码,28,0.21,15861,深圳
